ZIP,STATE,TOTAL_DEPOSITS,BRANCH_COUNT,LAT,LON,AVG_DEPOSIT_PER_BRANCH,NORM_DEPOSIT_BASE,NORM_BRANCH_DENSITY,OPPORTUNITY_SCORE,CAPTURE_PCT,EXPECTED_CAPTURE_USD
92604,CA,14959304000,27,33.693607199847285,-117.79175143695896,554048296.2962962,14.850148050793955,6.567992311440793,6.282891905900055,0.1,1495930400.0
46032,IN,16425493000,36,39.96269277054738,-86.15478474429523,456263694.4444444,16.305638474709767,8.757323081921058,6.280453852057436,0.1,1642549300.0
92660,CA,15136874000,29,33.64067551737039,-117.87334279411449,521961172.4137931,15.026422347337395,7.054510260436407,6.194049304227875,0.1,1513687400.0
19106,PA,11460675000,7,39.94896228555876,-75.14765042851771,1637239285.7142856,11.377048057318241,1.70281282148465,6.1451037057970845,0.1,1146067500.0
94111,CA,13053397000,17,37.79347976959036,-122.4001323183816,767846882.3529412,12.958148187628893,4.135402566462721,6.120727885992247,0.1,1305339700.0
30339,GA,12848009000,16,33.88172532602421,-84.45930228505793,803000562.5,12.754258875141062,3.8921435919649143,6.095697888298671,0.1,1284800900.0
76102,TX,14709458000,28,32.75104009541395,-97.33531024947942,525337785.71428573,14.602125142114602,6.8112512859386,6.03677457089332,0.1,1470945800.0
92612,CA,12419247000,14,33.6672196252599,-117.84483712989085,887089071.4285715,12.328625491492028,3.4056256429693,6.034925037707496,0.1,1241924700.0
38103,TN,10732394000,5,35.1424971991882,-90.05324380195384,2146478800.0,10.65408122192401,1.2162948724890357,5.905930784158791,0.1,1073239400.0
74172,OK,10167081000,2,36.154935158310394,-95.9904957627395,5083540500.0,10.092893231825107,0.4865179489956143,5.861128759496818,0.1,1016708100.0
20814,MD,14156443000,27,38.99411425258069,-77.10202048397717,524312703.7037037,14.053145415229594,6.567992311440793,5.804690324561438,0.1,1415644300.0
30326,GA,10710029000,6,33.848929705027864,-84.3664274338477,1785004833.3333333,10.63187941620123,1.459553846986843,5.795306110926,0.1,1071002900.0
91731,CA,10742594000,10,34.07671838892345,-118.0424875375501,1074259400.0,10.664206793950495,2.4325897449780713,5.4254881783790685,0.1,1074259400.0
40202,KY,10492419000,9,38.25444730790966,-85.75605600087682,1165824333.3333333,10.415857285938133,2.1893307704802645,5.373782063370774,0.1,1049241900.0
94122,CA,12260041000,20,37.75963459874486,-122.47957864705454,613002050.0,12.17058119540882,4.865179489956143,5.356276921262834,0.1,1226004100.0
77056,TX,12337641000,23,29.749382360470097,-95.46371478866543,536419173.9130435,12.247614959061302,5.594956413449564,5.110586410056955,0.1,1233764100.0
84043,UT,10600012000,13,40.417798213049984,-111.85925913259254,815385538.4615384,10.522665194864182,3.162366668471493,5.048652449529912,0.1,1060001200.0
91748,CA,14026344000,34,33.99056467418854,-117.9040998950828,412539529.4117647,13.923995729438046,8.270805132925442,5.04607538449265,0.1,1402634400.0
10013,NY,13210092000,30,40.717517039860645,-73.99983271219439,440336400.0,13.113699806127933,7.297769234934215,4.949112189703073,0.09898224379406147,1307564546.885981
80203,CO,9281045000,6,39.72684124801262,-104.98645990917684,1546840833.3333333,9.213322512603593,1.459553846986843,4.944171968767418,0.09888343937534837,917741650.59738
33301,FL,12196841000,24,26.119696965207854,-80.13835474179288,508201708.3333333,12.107842356970203,5.838215387947372,4.929419259003172,0.09858838518006344,1202466858.4879901
90212,CA,10869247000,17,34.066606146618355,-118.39901327761453,639367470.5882353,10.789935624722116,4.135402566462721,4.819800348248181,0.09639600696496363,1047752009.51591
23219,VA,9386837000,8,37.53730507802095,-77.43691866166742,1173354625.0,9.318342563174769,1.9460717959824572,4.812576819511878,0.09625153639023756,903497483.0947284
63105,MO,12221754000,26,38.650130655775904,-90.3386265800407,470067461.53846157,12.132573570293324,6.324733336942986,4.749650807398799,0.09499301614797599,1160981275.0785902
60654,IL,9269364000,8,41.89238391215419,-87.63278650700808,1158670500.0,9.201726747226987,1.9460717959824572,4.742607329943208,0.09485214659886416,879219073.0062339
32801,FL,10849949000,19,28.54263236773322,-81.37822905824946,571049947.3684211,10.77077843952926,4.621920515458336,4.613698857534221,0.09227397715068442,1001167946.1120912
10020,NY,8341363000,4,40.759267009626775,-73.9798685796789,2085340750.0,8.280497240741601,0.9730358979912286,4.579083985248469,0.09158167970496939,763916034.5688826
72223,AR,11550686000,24,34.78113204538809,-92.4490562482843,481278583.3333333,11.46640225963942,5.838215387947372,4.5445552006047025,0.09089110401209405,1049854602.6370386
55416,MN,9548465000,12,44.95079969868568,-93.34426564553019,795705416.6666666,9.478791186262695,2.919107693973686,4.519631634168142,0.09039263268336285,863110889.4349463
60045,IL,9346000000,11,42.24163720065297,-87.85255845239801,849636363.6363636,9.27780354505265,2.6758487194758787,4.496342639241238,0.08992685278482476,840456366.1269722
10003,NY,12434756000,30,40.73311217237097,-73.98960933373503,414491866.6666667,12.344021324487986,7.297769234934215,4.487305100719105,0.0897461020143821,1115970880.49995
47708,IN,8125065000,4,37.97075635821997,-87.57298017746753,2031266250.0,8.06577753699799,0.9730358979912286,4.450252163002302,0.08900504326004605,723171761.815686
54301,WI,8771818000,9,44.49918044940533,-88.0181755442257,974646444.4444444,8.707811270806404,2.1893307704802645,4.348954454291737,0.08697908908583474,762964739.2667286
20005,DC,10016761000,17,38.90285841247812,-77.03219401457147,589221235.2941177,9.94367009584262,4.135402566462721,4.312041030920483,0.08624082061840965,863853688.5784817
73102,OK,9187444000,12,35.47007756911692,-97.51565795043278,765620333.3333334,9.120404506010347,2.919107693973686,4.304599626016734,0.08609199252033468,790965360.1289937
